amount,norm_amount,game_id,user_id
9.8,0.058333333333333334,95,2
5.5,0.041666666666666664,131,2
0.4,0.018181818181818184,75,2
6.4,0.02782608695652174,125,2
13.7,0.07405405405405405,21,2
3.7,0.10571428571428572,37,2
1.1,0.007913669064748202,126,2
0.3,0.002173913043478261,154,2
7.0,0.21212121212121213,30,2
0.9,0.15,53,2
6.4,0.054237288135593226,111,2
0.1,0.0006369426751592357,43,2
1.9,0.054285714285714284,14,2
6.9,0.04156626506024096,136,2
1.6,0.005555555555555556,80,2
1.5,0.023809523809523808,109,2
82.0,0.13036565977742448,69,2
5.4,0.018556701030927835,63,2
1.4,0.03783783783783783,151,2
74.0,0.1942257217847769,48,2
5.9,0.01172962226640159,82,2
0.3,0.005555555555555556,33,2
24.0,0.27906976744186046,124,2
3.5,0.018617021276595744,120,2
8.2,0.1894736842105263,145,2
0.6,0.003409090909090909,26,2
2.7,0.01741935483870968,71,2
52.0,0.21940928270042195,106,2
0.6,0.0014634146341463415,4,2
9.2,0.06258503401360543,103,2
3.8,0.17272727272727273,90,2
92.0,0.22062350119904076,70,2
19.3,0.26438356164383564,86,2
12.2,0.04621212121212121,108,2
0.3,0.007894736842105263,100,2
4.4,0.01594202898550725,128,2
0.2,0.008333333333333333,140,2
0.4,0.0009280742459396752,18,2
65.0,0.06190476190476191,89,2
0.2,0.00032206119162640903,66,2
0.1,0.006289308176100629,139,2
0.9,0.0058823529411764705,83,2
89.0,0.32014388489208634,144,2
66.0,0.42038216560509556,65,2
7.9,0.2323529411764706,92,2
14.3,0.2234375,77,2
1.7,0.032692307692307694,101,2
0.2,0.005128205128205128,102,2
39.0,0.056851311953352766,112,2
33.0,0.19642857142857142,113,2
0.7,0.020588235294117647,127,2
1.1,0.005699481865284975,72,2
2.9,0.055769230769230765,42,2
0.4,0.0019417475728155341,251,3
0.6,0.024999999999999998,204,3
2.3,0.17424242424242423,220,3
17.9,0.24189189189189186,164,3
0.4,0.04123711340206186,250,3
0.5,0.020833333333333332,122,3
5.2,0.06666666666666667,52,3
1.7,0.0265625,195,3
0.8,0.003418803418803419,19,3
2.5,0.05434782608695652,234,3
1.2,0.024999999999999998,246,3
2.9,0.018709677419354837,71,3
9.1,0.13582089552238805,211,3
16.1,0.19166666666666668,46,3
1.1,0.003206997084548105,223,3
1.1,0.01746031746031746,109,3
4.5,0.10465116279069768,121,3
1.7,0.015315315315315315,175,3
13.6,0.04610169491525424,20,3
10.7,0.020419847328244273,36,3
0.1,0.007042253521126762,243,3
58.0,0.3431952662721893,174,3
0.2,0.03333333333333333,53,3
26.0,0.7878787878787878,30,3
0.2,0.002666666666666667,180,3
0.2,0.01639344262295082,185,3
2.5,0.21551724137931036,233,3
0.2,0.010471204188481676,253,3
0.4,0.009302325581395349,41,3
7.7,0.6015625,248,3
3.2,0.08888888888888889,218,3
9.8,0.11807228915662651,0,3
32.0,0.03524229074889868,162,3
0.1,0.001282051282051282,216,3
7.5,0.9375,177,3
3.6,0.25,207,3
3.8,0.02054054054054054,21,3
6.9,0.23,237,3
0.6,0.02727272727272727,90,3
32.0,0.0975609756097561,170,3
4.4,0.007913669064748202,249,3
1.8,0.013636363636363637,40,3
4.1,0.0028062970568104037,160,3
1.3,0.023214285714285715,172,3
0.2,0.002272727272727273,238,3
3.6,0.010650887573964497,11,3
1.4,0.0015325670498084287,252,3
3.4,0.53125,222,3
12.7,0.7987421383647798,139,3
6.3,0.015441176470588234,129,3
30.0,0.02506265664160401,193,3
1.3,0.03513513513513514,215,3
0.3,0.013043478260869565,203,3
5.4,0.5806451612903226,214,3
3.1,0.013537117903930132,148,3
0.1,6.930006930006931e-05,99,3
4.5,0.08653846153846154,184,3
3.4,0.002051901025950513,221,3
2.3,0.2987012987012987,206,3
48.0,0.26373626373626374,169,3
1.1,0.07971014492753624,244,3
98.0,0.3402777777777778,80,3
0.1,0.011904761904761904,227,3
1.2,0.01818181818181818,12,3
0.2,0.0033898305084745766,247,3
0.5,0.023809523809523808,219,3
6.8,0.016113744075829384,149,3
41.0,0.05916305916305916,23,3
1.2,0.2727272727272727,205,3
0.1,0.002564102564102564,188,3
2.0,0.004338394793926247,166,3
12.6,0.3230769230769231,197,3
0.3,0.013636363636363636,181,3
5.9,0.007032181168057212,22,3
0.3,0.001910828025477707,43,3
24.0,0.09090909090909091,108,3
4.2,0.012612612612612614,115,3
19.9,0.10585106382978722,120,3
6.1,0.07625,212,3
19.1,0.12243589743589745,189,3
37.0,0.022451456310679612,210,3
2.1,0.1603053435114504,173,3
13.2,0.15903614457831325,242,3
0.2,0.4,240,3
158.0,0.193390452876377,85,3
7.6,0.2111111111111111,208,3
0.4,0.01904761904761905,187,3
0.2,0.0010050251256281408,228,3
0.4,0.05405405405405406,167,3
54.0,0.109979633401222,171,3
0.3,0.021897810218978103,226,3
2.7,0.003982300884955752,194,3
1.3,0.0019230769230769232,232,3
20.0,0.1694915254237288,111,3
7.2,0.02175226586102719,31,3
1.7,0.0028764805414551605,229,3
0.2,0.04,165,3
2.4,0.12244897959183672,231,3
32.0,0.1553398058252427,2,3
4.9,0.37121212121212127,15,3
4.0,0.013745704467353952,63,3
1.9,0.18627450980392157,186,3
0.5,0.014705882352941176,92,3
1.7,0.14912280701754385,183,3
0.3,0.03296703296703297,213,3
1.1,0.05238095238095238,192,3
0.2,0.006666666666666667,239,3
0.9,0.1285714285714286,236,3
5.6,0.9655172413793103,254,3
0.2,0.009090909090909092,198,3
0.1,0.0010204081632653062,182,3
0.8,0.06451612903225806,157,3
0.7,0.4117647058823529,217,3
2.7,0.016666666666666666,67,3
11.6,0.3411764705882353,78,3
29.0,0.02480752780153978,245,3
4.2,0.09333333333333334,179,3
1.3,0.0393939393939394,116,3
0.8,0.0024316109422492403,191,3
39.0,0.4936708860759494,91,3
8.5,0.0026746381371932034,209,3
0.3,0.0031914893617021275,81,3
3.5,0.29914529914529914,178,3
0.4,0.047619047619047616,199,3
2.9,0.29292929292929293,202,3
0.3,0.028846153846153844,163,3
0.3,0.002142857142857143,176,3
0.2,0.0006024096385542169,235,3
16.1,0.11666666666666668,224,3
3.0,0.02564102564102564,230,3
0.2,0.004651162790697674,158,3
0.2,0.008695652173913044,168,3
1.8,0.0375,225,3
3.5,0.0330188679245283,200,3
5.8,0.11372549019607843,190,3
0.7,0.005035971223021582,126,3
2.6,0.0060324825986078886,18,3
2.1,0.028767123287671233,86,3
0.4,0.00975609756097561,159,3
10.0,0.0066711140760507,161,3
0.1,0.00196078431372549,241,3
7.3,0.00534407027818448,201,3
12.3,0.050409836065573775,94,3
0.4,0.003738317757009346,196,3
2.3,0.001375598086124402,134,3
5.8,0.1657142857142857,14,3
1.6,0.0020050125313283208,271,4
1.3,0.001906158357771261,3,4
7.6,0.18095238095238095,257,4
1.3,0.005019305019305019,5,4
2.6,0.0010466988727858293,260,4
0.5,0.005376344086021506,269,4
2.5,0.049019607843137254,272,4
8.9,0.03284132841328413,270,4
40.0,0.03913894324853229,34,4
3.5,0.025362318840579712,264,4
0.6,0.00631578947368421,268,4
4.8,0.17777777777777778,265,4
3.8,0.04578313253012048,0,4
2.6,0.0456140350877193,267,4
7.6,0.01450381679389313,36,4
71.0,0.36787564766839376,263,4
0.6,0.010909090909090908,258,4
52.0,0.33121019108280253,255,4
27.0,0.033047735618115054,85,4
0.4,0.00784313725490196,241,4
6.3,0.013152400835073068,110,4
11.8,0.1512820512820513,52,4
4.1,0.04939759036144578,242,4
0.9,0.00047318611987381704,6,4
10.4,0.020512820512820513,266,4
9.2,0.06917293233082707,262,4
1.4,0.017499999999999998,212,4
26.0,0.15294117647058825,259,4
13.3,0.08750000000000001,261,4
11.1,0.025934579439252335,62,4
0.1,0.0012048192771084338,0,5
0.1,0.007352941176470589,276,5
8.5,0.6854838709677419,157,5
1.2,0.002564102564102564,44,5
1.7,0.014782608695652174,277,5
5.7,0.004298642533936652,274,5
0.7,0.03954802259887005,278,5
0.5,0.1,165,5
0.3,0.03225806451612903,275,5
1.8,0.13846153846153847,273,5
5.2,0.12093023255813953,121,5
0.4,0.002898550724637681,154,5
0.6,0.00909090909090909,12,5
2.1,0.0015373352855051245,201,5
1.2,0.0006837606837606838,7,5
32.0,0.03131115459882583,34,5
5.2,0.004355108877721943,8,5
1.8,0.005714285714285714,312,6
0.3,0.0032967032967032967,299,6
1.5,0.012295081967213115,294,6
0.3,0.0034883720930232558,74,6
0.2,0.0030303030303030303,12,6
2.1,0.008433734939759036,152,6
0.1,0.002777777777777778,208,6
1.5,0.01282051282051282,114,6
2.3,0.014649681528662419,43,6
2.9,0.22656249999999997,248,6
3.3,0.24087591240875914,304,6
0.5,0.0037313432835820895,298,6
0.1,0.00025510204081632655,49,6
1.1,0.006508875739644971,174,6
0.1,6.930006930006931e-05,99,6
0.8,0.1038961038961039,206,6
17.1,0.06477272727272727,108,6
2.3,0.22999999999999998,311,6
116.0,0.18441971383147854,69,6
7.3,0.0811111111111111,301,6
0.7,0.0022435897435897434,300,6
9.8,0.029429429429429433,115,6
0.1,0.0024390243902439024,305,6
2.0,0.023809523809523808,46,6
1.3,0.03823529411764706,92,6
2.3,0.1411042944785276,295,6
1.2,0.07547169811320754,139,6
1.2,0.006666666666666666,292,6
1.5,0.0034482758620689655,286,6
12.2,0.04501845018450184,35,6
3.9,0.06290322580645161,288,6
0.1,0.0002444987775061125,279,6
14.7,0.12049180327868853,318,6
2.1,0.026582278481012658,91,6
3.0,0.013513513513513514,284,6
0.7,0.04794520547945205,293,6
0.1,0.001851851851851852,283,6
0.2,0.01694915254237288,289,6
1.7,0.00551948051948052,55,6
1.4,0.2978723404255319,308,6
103.0,0.1965648854961832,36,6
3.8,0.002535023348899266,161,6
0.6,0.017142857142857144,14,6
0.6,0.04615384615384615,273,6
0.4,0.017391304347826087,316,6
10.6,0.23555555555555555,179,6
195.0,0.19383697813121273,280,6
0.7,0.00660377358490566,291,6
3.2,0.03855421686746988,0,6
0.7,0.0016786570743405275,70,6
0.5,0.010869565217391304,234,6
0.8,0.0005475701574264203,160,6
9.2,0.009001956947162425,34,6
4.6,0.14375,306,6
22.0,0.19130434782608696,277,6
1.1,0.00480349344978166,148,6
1.4,0.016091954022988506,313,6
0.1,0.0020833333333333333,285,6
5.7,0.12127659574468086,282,6
0.3,0.00967741935483871,307,6
4.5,0.1875,319,6
10.5,0.03559322033898305,20,6
0.1,0.00196078431372549,296,6
91.0,0.11138310893512852,85,6
0.2,0.0004761904761904762,281,6
0.9,0.005487804878048781,287,6
1.8,0.023076923076923078,309,6
0.4,0.010810810810810811,297,6
0.3,0.013636363636363636,181,6
2.6,0.01897810218978102,310,6
12.3,0.3416666666666667,290,6
0.1,5.980861244019139e-05,134,6
0.5,0.017241379310344827,314,6
0.2,0.0058823529411764705,127,6
0.4,0.002380952380952381,95,6
4.3,0.005224787363304981,303,6
0.3,0.008823529411764706,78,6
0.9,0.20454545454545453,205,6
0.7,0.2258064516129032,317,6
0.2,0.0020408163265306124,315,6
0.2,0.012269938650306749,302,6
25.0,0.08250825082508251,336,7
2.5,0.005341880341880342,44,7
14.0,0.026119402985074626,337,7
9.2,0.009145129224652087,280,7
18.2,0.026530612244897958,112,7
4.6,0.1586206896551724,39,7
4.1,0.0026640675763482777,334,7
9.1,0.021411764705882352,324,7
5.2,0.08125,323,7
6.9,0.016428571428571428,281,7
18.3,0.08243243243243244,284,7
3.0,0.004329004329004329,23,7
2.4,0.0016427104722792608,160,7
27.0,0.041158536585365856,25,7
3.6,0.03214285714285715,64,7
3.2,0.03855421686746988,0,7
154.0,0.18712029161603888,303,7
17.3,0.0361169102296451,110,7
5.8,0.015223097112860892,48,7
1.6,0.004081632653061225,49,7
6.8,0.025757575757575757,108,7
0.6,0.0022304832713754648,331,7
34.0,0.20987654320987653,332,7
1.2,0.0025,325,7
8.8,0.04835164835164835,27,7
26.0,0.024761904761904763,89,7
15.9,0.1407079646017699,322,7
0.3,0.005454545454545454,330,7
0.8,0.0015564202334630351,338,7
0.1,0.0003891050583657588,320,7
1.4,0.0009702009702009702,99,7
4.2,0.026923076923076925,326,7
3.8,0.08837209302325581,158,7
0.7,0.0029914529914529912,19,7
4.0,0.05128205128205128,117,7
152.0,0.25249169435215946,333,7
4.5,0.016853932584269662,328,7
13.8,0.10534351145038169,329,7
0.3,0.00375,327,7
3.2,0.0761904761904762,321,7
29.0,0.03456495828367104,22,7
0.6,0.00040026684456304204,161,7
29.0,0.453125,195,8
0.8,0.0125,323,8
2.0,0.030303030303030304,12,8
1.2,0.008695652173913044,339,8
0.2,0.0024096385542168677,0,8
0.1,0.007692307692307693,273,8
2.3,0.0016837481698389457,201,8
142.0,0.23588039867109634,333,9
2.5,0.005219206680584551,110,9
1.7,0.8947368421052632,346,9
97.0,0.09918200408997956,341,9
0.4,0.006060606060606061,12,9
0.2,0.13333333333333333,345,9
2.7,0.010505836575875487,320,9
1.0,0.012048192771084338,0,9
33.0,0.1274131274131274,5,9
154.0,0.08096740273396424,6,9
0.4,0.00851063829787234,342,9
0.7,0.0707070707070707,202,9
2.6,0.012935323383084578,343,9
0.3,0.06,165,9
2.4,0.028915662650602407,0,10
0.6,0.04580152671755725,173,10
0.3,0.01829268292682927,347,10
0.2,0.004347826086956522,234,10
1.8,0.0013574660633484162,274,10
0.4,0.006060606060606061,12,10
0.4,0.0018433179723502304,364,11
9.9,0.01090308370044053,162,11
5.5,0.008856682769726247,66,11
14.8,0.04457831325301205,357,11
0.7,0.0010263929618768328,3,11
18.9,0.08217391304347825,125,11
1.0,0.0020325203252032522,351,11
0.5,0.007575757575757576,12,11
0.3,0.003614457831325301,0,11
1.8,0.002187120291616039,303,11
37.0,0.05339105339105339,23,11
5.8,0.03694267515923567,255,11
0.5,0.0078125,77,11
6.2,0.031155778894472363,228,11
37.0,0.04528763769889841,85,11
0.4,0.01904761904761905,358,11
1.3,0.013829787234042554,356,11
1.5,0.0010006671114076052,352,11
0.1,0.0005291005291005291,362,11
19.1,0.13741007194244606,126,11
1.0,0.0006844626967830253,160,11
15.0,0.04504504504504504,115,11
9.4,0.01260053619302949,360,11
0.5,0.0036231884057971015,264,11
26.0,0.11711711711711711,284,11
0.2,0.008,348,11
1.0,0.007142857142857143,176,11
6.5,0.18055555555555555,208,11
55.0,0.1049618320610687,36,11
0.5,0.0012224938875305623,353,11
11.7,0.09999999999999999,114,11
2.4,0.012389380530973451,359,11
38.0,0.15261044176706828,152,11
0.9,0.002893890675241158,93,11
6.0,0.06521739130434782,350,11
13.3,0.13571428571428573,349,11
31.0,0.6521739130434783,361,11
0.6,0.0024590163934426227,94,11
16.1,0.056491228070175446,1,11
0.8,0.0007827788649706458,34,11
1.3,0.005118110236220472,355,11
12.9,0.04760147601476015,270,11
2.7,0.015340909090909093,26,11
1.3,0.008552631578947369,261,11
1.3,0.03333333333333333,363,11
4.2,0.07777777777777778,33,12
8.4,0.19473684210526318,145,12
54.0,0.12949640287769784,70,12
30.0,0.27522935779816515,380,12
0.3,0.000149402390438247,369,12
193.0,0.2942073170731707,25,12
18.7,0.06515679442508711,32,12
4.5,0.010948905109489052,130,12
0.4,0.0002737850787132101,160,12
0.9,0.006521739130434783,339,12
4.8,0.007894736842105263,59,12
15.2,0.04011299435028248,376,12
2.3,0.3333333333333333,374,12
64.0,0.34594594594594597,107,12
0.7,0.01346153846153846,101,12
8.5,0.08854166666666667,393,12
1.3,0.05909090909090909,383,12
148.0,0.34579439252336447,62,12
4.1,0.3360655737704918,372,12
1672.0,1.0,134,12
0.8,0.034782608695652174,386,12
2.6,0.015853658536585366,287,12
9.4,0.03298245614035088,1,12
17.5,0.546875,306,12
0.8,0.009523809523809525,46,12
0.1,0.0078125,375,12
0.8,0.0049079754601227,143,12
1.9,0.15447154471544713,377,12
13.4,0.1810810810810811,164,12
1.0,0.021739130434782608,234,12
1.3,0.1015625,390,12
4.8,0.05517241379310345,313,12
36.0,1.0,384,12
5.6,0.43749999999999994,248,12
14.2,0.08402366863905325,174,12
0.1,0.000641025641025641,326,12
0.2,0.00017605633802816902,45,12
4.7,0.10444444444444445,179,12
4.9,0.01808118081180812,385,12
623.0,1.0,373,12
25.0,0.22935779816513763,381,12
234.0,1.0,371,12
13.1,0.07081081081081081,21,12
4.8,0.057831325301204814,0,12
17.7,0.03518886679920477,82,12
6.7,0.05037593984962406,262,12
0.7,0.02121212121212121,116,12
5.7,0.31666666666666665,382,12
0.9,0.030000000000000002,239,12
28.0,0.2828282828282828,367,12
31.0,0.02677029360967185,370,12
7.5,0.010822510822510822,23,12
4.2,0.053164556962025315,91,12
126.0,1.0,379,12
8.1,0.07168141592920353,365,12
1.3,0.007647058823529412,259,12
2.0,0.014598540145985401,392,12
5.5,0.08333333333333333,378,12
9.6,0.0793388429752066,366,12
5.4,0.07105263157894737,387,12
1.4,0.0072538860103626935,72,12
5.0,0.1388888888888889,208,12
81.0,0.5126582278481012,50,12
1.3,0.0020933977455716585,66,12
4.8,0.003619909502262443,274,12
9.5,0.17592592592592593,368,12
5.7,0.03518518518518519,67,12
2.1,0.004827586206896552,286,12
13.1,0.024999999999999998,36,12
6.2,0.5486725663716814,388,12
92.0,1.0,350,12
2.4,0.20689655172413793,233,12
73.0,0.6460176991150443,322,12
0.5,0.0022026431718061676,389,12
12.7,0.015544675642594858,85,12
839.0,1.0,22,12
0.1,0.0006172839506172839,332,12
130.0,0.33163265306122447,49,12
1.3,0.0026422764227642275,351,12
1.0,0.02702702702702703,391,12
44.0,0.02935290193462308,161,12
7.6,0.22352941176470587,78,12
4.9,0.010470085470085471,44,12
1.3,0.008280254777070064,43,12
21.0,0.42,418,13
0.2,0.005405405405405406,151,13
0.3,0.008108108108108109,440,13
0.6,0.012244897959183673,441,13
46.0,0.14790996784565916,93,13
4.8,0.01991701244813278,397,13
0.5,0.0020491803278688526,94,13
16.7,0.10844155844155844,400,13
5.1,0.023502304147465437,364,13
5.7,0.38775510204081637,28,13
1.8,0.09424083769633507,253,13
20.0,0.18867924528301888,291,13
2.1,0.007291666666666667,80,13
15.0,0.13636363636363635,51,13
1.5,0.06818181818181818,90,13
4.4,0.010208816705336427,419,13
0.3,0.0003663003663003663,435,13
0.8,0.004324324324324324,21,13
21.0,0.033386327503974564,69,13
4.6,0.05897435897435897,52,13
10.4,0.10721649484536083,58,13
5.3,0.046902654867256637,322,13
12.6,0.06999999999999999,429,13
3.4,0.07234042553191489,427,13
19.8,0.3666666666666667,402,13
38.0,0.02865761689291101,274,13
0.4,0.010810810810810811,399,13
3.5,0.050724637681159424,411,13
54.0,0.2918918918918919,107,13
0.8,0.0012882447665056361,66,13
7.2,0.26666666666666666,436,13
35.0,0.14056224899598393,152,13
0.9,0.001829268292682927,351,13
30.0,0.03575685339690107,22,13
1.6,0.00392156862745098,129,13
2.0,0.07692307692307693,417,13
10.3,0.08442622950819673,431,13
81.0,0.37155963302752293,405,13
13.9,0.28958333333333336,61,13
16.6,0.05783972125435541,32,13
3.5,0.1590909090909091,181,13
1.2,0.016666666666666666,135,13
9.8,0.037121212121212124,108,13
0.5,0.00980392156862745,241,13
10.2,0.07611940298507462,298,13
0.9,0.01875,225,13
1.1,0.04230769230769231,414,13
2.1,0.0328125,77,13
4.9,0.026063829787234045,120,13
16.9,0.024386724386724384,23,13
6.6,0.07586206896551724,438,13
1.3,0.043333333333333335,398,13
0.4,0.001762114537444934,389,13
0.4,0.01,426,13
57.0,0.11875,325,13
44.0,0.28205128205128205,189,13
11.0,0.06748466257668712,143,13
1.9,0.008119658119658119,19,13
3.1,0.0071925754060324825,18,13
7.6,0.26206896551724135,39,13
12.1,0.03086734693877551,49,13
59.0,0.0899390243902439,421,13
2.2,0.0125,26,13
0.9,0.08737864077669903,430,13
12.3,0.15375,408,13
15.3,0.04903846153846154,300,13
10.2,0.031003039513677808,191,13
10.5,0.07608695652173914,56,13
0.4,0.020942408376963352,407,13
2.8,0.023529411764705882,432,13
24.0,0.048879837067209775,171,13
0.2,0.02777777777777778,422,13
8.6,0.010449574726609963,303,13
0.8,0.13793103448275862,254,13
0.3,0.005769230769230769,42,13
6.7,0.038953488372093024,415,13
27.0,0.06601466992665037,353,13
8.1,0.16874999999999998,246,13
25.0,0.08771929824561403,1,13
24.0,0.38095238095238093,109,13
2.0,0.08695652173913043,168,13
1.1,0.004641350210970465,106,13
1.3,0.004406779661016949,20,13
6.2,0.38036809815950917,302,13
5.2,0.065,442,13
0.7,0.008333333333333333,395,13
132.0,0.32592592592592595,416,13
14.4,0.16,301,13
31.0,0.15048543689320387,2,13
14.2,0.4057142857142857,413,13
0.8,0.05405405405405406,424,13
7.9,0.02564935064935065,55,13
16.2,0.13388429752066114,138,13
12.1,0.02867298578199052,149,13
1.9,0.06551724137931034,410,13
2.0,0.08333333333333333,434,13
1.4,0.07954545454545453,406,13
0.5,0.0125,394,13
1.8,0.11392405063291139,437,13
0.8,0.0006498781478472787,439,13
2.7,0.06279069767441861,57,13
18.0,0.12949640287769784,126,13
3.2,0.25806451612903225,157,13
0.5,0.006024096385542169,0,13
27.0,0.313953488372093,433,13
9.3,0.08611111111111112,409,13
1.5,0.038461538461538464,188,13
17.3,0.01905286343612335,162,13
14.6,0.05387453874538745,35,13
14.1,0.16785714285714284,420,13
7.4,0.115625,423,13
0.2,0.013698630136986302,293,13
0.7,0.014583333333333332,401,13
1.8,0.06666666666666667,412,13
5.9,0.01,396,13
2.4,0.0192,403,13
24.0,0.20353982300884957,359,13
9.1,0.5909090909090908,425,13
2.1,0.051219512195121955,305,13
1.1,0.012941176470588237,141,13
19.5,0.07442748091603053,404,13
15.3,0.06681222707423581,148,13
0.5,0.0004892367906066536,34,13
16.6,0.1360655737704918,318,14
17.2,0.20476190476190476,449,14
7.9,0.21351351351351353,297,14
0.6,0.0032967032967032967,169,14
1.5,0.009036144578313253,136,14
62.0,0.4025974025974026,450,14
61.0,0.04955320877335499,439,14
136.0,0.8343558282208589,143,14
22.0,0.09401709401709402,19,14
1.1,0.02340425531914894,342,14
55.0,0.16272189349112426,458,14
14.8,0.23492063492063492,109,14
12.0,0.24,460,14
0.1,7.320644216691069e-05,201,14
13.2,0.3069767441860465,158,14
1.0,0.027777777777777776,208,14
19.1,0.08340611353711791,148,14
3.3,0.03626373626373626,443,14
0.4,0.0014035087719298247,1,14
2.1,0.21212121212121213,202,14
65.0,0.09379509379509379,23,14
0.6,0.004347826086956522,264,14
6.5,0.05555555555555555,230,14
12.5,0.3048780487804878,455,14
19.1,0.1136904761904762,451,14
13.8,0.0745945945945946,21,14
1.0,0.02857142857142857,14,14
2.2,0.004597701149425288,252,14
19.8,0.13026315789473686,261,14
19.7,0.06396103896103895,55,14
0.4,0.03076923076923077,273,14
3.5,0.0673076923076923,101,14
1.6,0.003463203463203463,445,14
42.0,0.14334470989761092,464,14
12.5,0.1488095238095238,46,14
1.7,0.14912280701754385,466,14
1.8,0.023076923076923078,52,14
7.2,0.2,290,14
3.4,0.004260651629072682,271,14
26.0,0.18571428571428572,176,14
0.2,0.00013689253935660506,160,14
218.0,0.14543028685790527,352,14
3.2,0.23357664233576644,304,14
21.0,1.0,187,14
193.0,0.16123642439431912,193,14
1.1,0.013253012048192772,0,14
12.1,0.13010752688172042,269,14
32.0,0.19753086419753085,67,14
7.2,0.09473684210526316,457,14
9.3,0.2113636363636364,459,14
22.0,0.1134020618556701,462,14
9.0,1.0,454,14
28.0,0.15135135135135136,107,14
1.4,0.041176470588235294,465,14
243.0,0.20786997433704021,245,14
13.1,0.008512020792722548,334,14
7.4,0.03592233009708738,2,14
11.0,0.09016393442622951,431,14
15.2,0.11515151515151514,131,14
21.0,0.019736842105263157,461,14
6.7,0.005897887323943662,45,14
3.3,0.06,258,14
6.6,0.12222222222222222,283,14
35.0,0.08373205741626795,16,14
16.5,0.4125,394,14
1.2,0.011320754716981131,463,14
11.4,0.2590909090909091,453,14
83.0,0.29856115107913667,144,14
5.2,0.12380952380952381,321,14
32.0,0.20382165605095542,65,14
11.1,0.029365079365079365,448,14
0.1,0.02,165,14
14.0,0.08333333333333333,95,14
14.8,0.4484848484848485,30,14
0.7,0.006796116504854369,137,14
